set_id,draw_order,semantic_control_indices,episodic_control_indices,semantic_control_labels,episodic_control_labels,mean_standardized_match_distance
306,semantic_first,57;252;91;198;168;201;52;278;19;302;227;82;25,128;215;5;207;179;274;27;295;145;357;70;288;8;275;30;228;229;320;266,L_33pr;R_8C;L_13l;R_V3B;L_FOP5;R_PIT;L_3a;R_43;L_LO1;R_STGa;R_LIPv;L_p9-46v;L_SFL,L_STSdp;R_5m;L_V4;R_STV;L_p24;R_LIPd;L_STV;R_PFt;L_IP0;R_PI;L_9p;R_MI;L_3b;R_6a;L_POS1;R_VIP;R_MIP;R_TPOJ3;R_9a,1.0103331653295076
307,episodic_first,166;250;158;241;75;338;69;253;35;334;225;11;98,28;192;114;266;5;198;175;326;179;296;94;317;3;328;43;232;218;349;233,L_PoI1;R_9p;L_LO3;R_d32;L_47l;R_LO3;L_8BL;R_44;L_5m;R_PHA2;R_7PL;L_55b;L_43,L_7Pm;R_V3A;L_FOP2;R_9a;L_V4;R_V3B;L_STSva;R_PFop;L_p24;R_AIP;L_LIPd;R_PH;L_V2;R_PFm;L_6ma;R_3a;R_5L;R_p10p;R_6d,0.9241262352096099
308,semantic_first,143;250;109;339;89;337;110;349;117;345;358;0;53,9;182;100;309;38;278;94;357;145;323;55;274;3;346;52;226;207;199;285,L_IP2;R_9p;L_Pir;R_VMV2;L_10pp;R_V3CD;L_AVI;R_p10p;L_EC;R_pOFC;R_a32pr;L_V1;L_6d,L_FEF;R_V6;L_OP1;R_STSvp;L_5L;R_43;L_LIPd;R_PI;L_IP0;R_IP2;L_6v;R_LIPd;L_V2;R_PoI1;L_3a;R_7PC;R_STV;R_LO1;R_PoI2,0.9767182633462297
309,episodic_first,166;260;79;239;153;200;11;254;118;301;184;21;101,49;337;78;342;100;349;59;207;151;228;108;326;44;253;14;229;296;241;188,L_PoI1;R_IFSp;L_IFJp;R_p32pr;L_VMV3;R_LO2;L_55b;R_45;L_PreS;R_PeEc;R_V3;L_PIT;L_OP2-3,L_MIP;R_V3CD;L_IFJa;R_VVC;L_OP1;R_p10p;L_p32pr;R_STV;L_V6A;R_VIP;L_MI;R_PFop;L_7Am;R_44;L_POS2;R_MIP;R_AIP;R_d32;R_3b,0.9254175466571151
310,semantic_first,52;261;140;298;20;200;178;317;6;332;227;168;74,49;294;78;274;48;215;15;185;146;232;105;331;129;234;148;224;229;349;252,L_3a;R_IFSa;L_TPOJ3;R_PreS;L_LO2;R_LO2;L_a32pr;R_PH;L_V8;R_VMV1;R_LIPv;L_FOP5;L_45,L_MIP;R_FOP2;L_IFJa;R_LIPd;L_VIP;R_5m;L_V7;R_V4;L_PFop;R_3a;L_PoI2;R_V6A;L_STSvp;R_6mp;L_PFm;R_7Am;R_MIP;R_p10p;R_8C,0.7986424252230493
311,episodic_first,128;235;178;358;21;339;5;255;154;298;207;168;137,9;268;38;251;79;185;48;228;113;260;151;225;166;234;77;230;285;349;266,L_STSdp;R_6v;L_a32pr;R_a32pr;L_PIT;R_VMV2;L_V4;R_47l;L_PHA2;R_PreS;R_STV;L_FOP5;L_PH,L_FEF;R_a10p;L_5L;R_10d;L_IFJp;R_V4;L_VIP;R_VIP;L_FOP3;R_IFSp;L_V6A;R_7PL;L_PoI1;R_6mp;L_6r;R_1;R_PoI2;R_p10p;R_9a,0.9874441491340561
312,semantic_first,47;257;109;190;65;337;85;266;60;259;218;20;115,37;292;104;260;18;320;27;357;94;205;12;207;9;235;95;323;229;279;237,L_LIPv;R_6r;L_Pir;R_PEF;L_47m;R_V3CD;L_9-46d;R_9a;L_a24;R_IFJp;R_5L;L_LO2;L_PFt,L_23c;R_FOP1;L_PFcm;R_IFSp;L_V3B;R_TPOJ3;L_STV;R_PI;L_LIPd;R_SFL;L_V3A;R_STV;L_FEF;R_6v;L_6a;R_IP2;R_MIP;R_OP4;R_33pr,0.9920686301525934
313,episodic_first,96;257;10;320;153;272;39;237;155;299;355;168;113,105;200;53;235;98;245;48;251;97;225;83;274;156;232;30;319;321;268;188,L_i6-8;R_6r;L_PEF;R_TPOJ3;L_VMV3;R_OFC;L_24dd;R_33pr;L_V4t;R_H;R_STSva;L_FOP5;L_FOP3,L_PoI2;R_LO2;L_6d;R_6v;L_43;R_47m;L_VIP;R_10d;L_s6-8;R_7PL;L_46;R_LIPd;L_FST;R_3a;L_POS1;R_TPOJ2;R_DVT;R_a10p;R_3b,0.9715235049367814
314,semantic_first,107;256;157;305;153;202;70;257;159;301;215;75;116,55;254;4;357;104;347;27;331;109;326;59;225;41;235;95;224;218;350;230,L_FOP4;R_a47r;L_V3CD;R_PHA1;L_VMV3;R_MT;L_9p;R_6r;L_VMV2;R_PeEc;R_5m;L_47l;L_AIP,L_6v;R_45;L_V3;R_PI;L_PFcm;R_Ig;L_STV;R_V6A;L_Pir;R_PFop;L_p32pr;R_7PL;L_7AL;R_6v;L_6a;R_7Am;R_5L;R_p47r;R_1,0.8499721303313528
315,episodic_first,143;229;89;201;22;190;84;220;35;334;250;20;78,144;294;71;185;98;251;94;286;146;274;48;228;137;252;54;194;189;316;317,L_IP2;R_MIP;L_10pp;R_PIT;L_MT;R_PEF;L_a9-46v;R_24dv;L_5m;R_PHA2;R_9p;L_LO2;L_IFJa,L_IP1;R_FOP2;L_10d;R_V4;L_43;R_10d;L_LIPd;R_TA2;L_PFop;R_LIPd;L_VIP;R_VIP;L_PH;R_8C;L_6mp;R_POS2;R_FEF;R_PHT;R_PH,0.9193283967168036
316,semantic_first,70;228;151;198;81;200;11;237;93;274;355;61;24,146;349;47;357;167;293;175;326;108;342;145;331;38;221;44;346;189;192;205,L_9p;R_VIP;L_V6A;R_V3B;L_IFSa;R_LO2;L_55b;R_33pr;L_47s;R_LIPd;R_STSva;L_d32;L_PSL,L_PFop;R_p10p;L_LIPv;R_PI;L_Ig;R_FOP3;L_STSva;R_PFop;L_MI;R_VVC;L_IP0;R_V6A;L_5L;R_7AL;L_7Am;R_PoI1;R_FEF;R_V3A;R_SFL,0.9964759114369098
317,episodic_first,166;228;165;305;22;264;84;249;154;269;196;19;100,105;287;129;185;151;332;157;286;94;309;2;218;44;230;48;226;189;279;346,L_PoI1;R_VIP;L_pOFC;R_PHA1;L_MT;R_a9-46v;L_a9-46v;R_8BL;L_PHA2;R_10pp;R_IPS1;L_LO1;L_OP1,L_PoI2;R_FOP4;L_STSvp;R_V4;L_V6A;R_VMV1;L_V3CD;R_TA2;L_LIPd;R_STSvp;L_V6;R_5L;L_7Am;R_1;L_VIP;R_7PC;R_FEF;R_OP4;R_PoI1,0.8563608495156743
318,semantic_first,3;266;10;337;154;271;61;189;169;251;278;153;16,45;219;99;306;94;274;27;300;109;217;175;225;104;232;8;205;227;181;237,L_V2;R_9a;L_PEF;R_V3CD;L_PHA2;R_13l;L_d32;R_FEF;L_p10p;R_10d;R_43;L_VMV3;L_IPS1,L_7PL;R_24dd;L_OP4;R_PHA3;L_LIPd;R_LIPd;L_STV;R_ProS;L_Pir;R_23c;L_STSva;R_7PL;L_PFcm;R_3a;L_3b;R_SFL;R_LIPv;R_MST;R_33pr,0.865019209597685
319,episodic_first,136;266;1;241;84;201;82;255;22;273;218;19;113,48;279;129;295;167;349;151;331;17;207;108;325;46;232;128;226;296;249;317,L_PHT;R_9a;L_MST;R_d32;L_a9-46v;R_PIT;L_p9-46v;R_47l;L_MT;R_47s;R_5L;L_LO1;L_FOP3,L_VIP;R_OP4;L_STSvp;R_PFt;L_Ig;R_p10p;L_V6A;R_V6A;L_FFC;R_STV;L_MI;R_IP0;L_7PC;R_3a;L_STSdp;R_7PC;R_AIP;R_8BL;R_PH,0.9375365448737838
320,semantic_first,105;317;165;264;154;320;81;278;6;259;207;75;113,166;199;16;232;156;347;108;208;145;266;146;269;52;226;37;285;296;241;188,L_PoI2;R_PH;L_pOFC;R_a9-46v;L_PHA2;R_TPOJ3;L_IFSa;R_43;L_V8;R_IFJp;R_STV;L_47l;L_FOP3,L_PoI1;R_LO1;L_IPS1;R_3a;L_FST;R_Ig;L_MI;R_7Pm;L_IP0;R_9a;L_PFop;R_10pp;L_3a;R_7PC;L_23c;R_PoI2;R_AIP;R_d32;R_3b,0.8826875268536543
321,episodic_first,83;261;122;271;76;339;85;227;155;238;207;93;137,44;294;99;260;79;274;108;323;12;266;145;293;24;234;107;308;189;197;346,L_46;R_IFSa;L_STGa;R_13l;L_a47r;R_VMV2;L_9-46d;R_LIPv;L_V4t;R_a24pr;R_STV;L_47s;L_PH,L_7Am;R_FOP2;L_OP4;R_IFSp;L_IFJp;R_LIPd;L_MI;R_IP2;L_V3A;R_9a;L_IP0;R_FOP3;L_PSL;R_6mp;L_FOP4;R_STSdp;R_FEF;R_FFC;R_PoI1,0.8904363260120036
322,semantic_first,73;222;79;264;91;337;85;229;88;306;273;153;137,145;292;104;228;129;250;151;326;146;300;28;207;128;221;44;226;321;241;285,L_44;R_SCEF;L_IFJp;R_a9-46v;L_13l;R_V3CD;L_9-46d;R_MIP;L_a10p;R_PHA3;R_47s;L_VMV3;L_PH,L_IP0;R_FOP1;L_PFcm;R_VIP;L_STSvp;R_9p;L_V6A;R_PFop;L_PFop;R_ProS;L_7Pm;R_STV;L_STSdp;R_7AL;L_7Am;R_7PC;R_DVT;R_d32;R_PoI2,0.8974605062973473
323,episodic_first,166;265;164;200;153;201;11;355;154;297;218;20;116,73;284;78;309;104;349;59;274;175;261;2;326;137;296;8;233;319;272;252,L_PoI1;R_9-46d;L_s32;R_LO2;L_VMV3;R_PIT;L_55b;R_STSva;L_PHA2;R_EC;R_5L;L_LO2;L_AIP,L_44;R_PFcm;L_IFJa;R_STSvp;L_PFcm;R_p10p;L_p32pr;R_LIPd;L_STSva;R_IFSa;L_V6;R_PFop;L_PH;R_AIP;L_3b;R_6d;R_TPOJ2;R_OFC;R_8C,0.8552586658147993
324,semantic_first,39;296;158;337;21;271;91;349;19;342;320;78;16,175;200;53;300;145;250;179;221;146;309;80;196;128;233;30;188;227;192;232,L_24dd;R_AIP;L_LO3;R_V3CD;L_PIT;R_13l;L_13l;R_p10p;L_LO1;R_VVC;R_TPOJ3;L_IFJa;L_IPS1,L_STSva;R_LO2;L_6d;R_ProS;L_IP0;R_9p;L_p24;R_7AL;L_PFop;R_STSvp;L_IFSp;R_IPS1;L_STSdp;R_6d;L_POS1;R_3b;R_LIPv;R_V3A;R_3a,0.8789752875910999
325,episodic_first,70;250;140;338;88;298;178;255;20;334;207;19;141,166;337;74;208;98;357;79;326;59;274;55;195;50;233;144;328;234;268;275,L_9p;R_9p;L_TPOJ3;R_LO3;L_a10p;R_PreS;L_a32pr;R_47l;L_LO2;R_PHA2;R_STV;L_LO1;L_DVT,L_PoI1;R_V3CD;L_45;R_7Pm;L_43;R_PI;L_IFJp;R_PFop;L_p32pr;R_LIPd;L_6v;R_V7;L_1;R_6d;L_IP1;R_PFm;R_6mp;R_a10p;R_6a,0.9377530405918248
326,semantic_first,57;205;140;201;71;197;116;278;88;238;320;69;78,2;268;96;269;38;355;79;300;70;185;175;319;43;295;50;233;229;239;253,L_33pr;R_SFL;L_TPOJ3;R_PIT;L_10d;R_FFC;L_AIP;R_43;L_a10p;R_a24pr;R_TPOJ3;L_8BL;L_IFJa,L_V6;R_a10p;L_i6-8;R_10pp;L_5L;R_STSva;L_IFJp;R_ProS;L_9p;R_V4;L_STSva;R_TPOJ2;L_6ma;R_PFt;L_1;R_6d;R_MIP;R_p32pr;R_44,0.8268298435391441
327,episodic_first,5;188;152;348;84;338;61;256;19;334;347;169;25,77;202;76;266;27;339;48;250;15;251;2;331;14;308;37;229;321;337;275,L_V4;R_3b;L_VMV1;R_FOP5;L_a9-46v;R_LO3;L_d32;R_a47r;L_LO1;R_PHA2;R_Ig;L_p10p;L_SFL,L_6r;R_MT;L_a47r;R_9a;L_STV;R_VMV2;L_VIP;R_9p;L_V7;R_10d;L_V6;R_V6A;L_POS2;R_STSdp;L_23c;R_MIP;R_DVT;R_V3CD;R_6a,0.9277063399165215
328,semantic_first,39;227;178;241;76;305;72;249;89;302;331;22;104,48;292;96;235;157;339;151;300;2;205;94;207;3;285;9;319;253;279;233,L_24dd;R_LIPv;L_a32pr;R_d32;L_a47r;R_PHA1;L_8C;R_8BL;L_10pp;R_STGa;R_V6A;L_MT;L_PFcm,L_VIP;R_FOP1;L_i6-8;R_6v;L_V3CD;R_VMV2;L_V6A;R_ProS;L_V6;R_SFL;L_LIPd;R_STV;L_V2;R_PoI2;L_FEF;R_TPOJ2;R_44;R_OP4;R_6d,0.918690468775166
329,episodic_first,143;235;159;271;10;320;84;254;155;300;196;6;4,166;292;114;195;2;357;12;274;18;259;49;309;43;232;14;187;278;192;189,L_IP2;R_6v;L_VMV2;R_13l;L_PEF;R_TPOJ3;L_a9-46v;R_45;L_V4t;R_ProS;R_IPS1;L_V8;L_V3,L_PoI1;R_FOP1;L_FOP2;R_V7;L_V6;R_PI;L_V3A;R_LIPd;L_V3B;R_IFJp;L_MIP;R_STSvp;L_6ma;R_3a;L_POS2;R_4;R_43;R_V3A;R_FEF,1.038148076688295
330,semantic_first,166;250;109;186;20;359;107;223;162;333;358;168;100,144;325;156;208;113;274;140;195;48;235;94;309;30;328;37;285;230;349;266,L_PoI1;R_9p;L_Pir;R_V8;L_LO2;R_p24;L_FOP4;R_6ma;L_VVC;R_VMV3;R_a32pr;L_FOP5;L_OP1,L_IP1;R_IP0;L_FST;R_7Pm;L_FOP3;R_LIPd;L_TPOJ3;R_V7;L_VIP;R_6v;L_LIPd;R_STSvp;L_POS1;R_PFm;L_23c;R_PoI2;R_1;R_p10p;R_9a,0.9038989947745036
331,episodic_first,39;319;35;258;20;274;11;229;162;286;266;72;156,143;316;71;323;24;245;167;195;2;221;28;225;5;233;148;217;278;200;187,L_24dd;R_TPOJ2;L_5m;R_IFJa;L_LO2;R_LIPd;L_55b;R_MIP;L_VVC;R_TA2;R_9a;L_8C;L_FST,L_IP2;R_PHT;L_10d;R_IP2;L_PSL;R_47m;L_Ig;R_V7;L_V6;R_7AL;L_7Pm;R_7PL;L_V4;R_6d;L_PFm;R_23c;R_43;R_LO2;R_4,0.9588618508619801
332,semantic_first,141;275;15;264;154;274;57;288;61;291;215;19;16,73;331;53;300;157;342;80;266;175;235;2;218;128;346;107;231;325;197;257,L_DVT;R_6a;L_V7;R_a9-46v;L_PHA2;R_LIPd;L_33pr;R_MI;L_d32;R_AAIC;R_5m;L_LO1;L_IPS1,L_44;R_V6A;L_6d;R_ProS;L_V3CD;R_VVC;L_IFSp;R_9a;L_STSva;R_6v;L_V6;R_5L;L_STSdp;R_PoI1;L_FOP4;R_2;R_IP0;R_FFC;R_6r,0.9926358203525043
333,episodic_first,144;237;158;272;84;349;17;317;153;359;358;76;78,146;320;38;195;129;347;59;332;139;319;108;207;74;233;43;226;252;220;346,L_IP1;R_33pr;L_LO3;R_OFC;L_a9-46v;R_p10p;L_FFC;R_PH;L_VMV3;R_p24;R_a32pr;L_a47r;L_IFJa,L_PFop;R_TPOJ3;L_5L;R_V7;L_STSvp;R_Ig;L_p32pr;R_VMV1;L_TPOJ2;R_TPOJ2;L_MI;R_STV;L_45;R_6d;L_6ma;R_7PC;R_8C;R_24dv;R_PoI1,0.912433494038764
334,semantic_first,57;222;60;255;154;272;111;288;164;274;196;20;0,59;219;115;357;5;215;24;225;146;208;49;347;107;218;9;346;285;197;230,L_33pr;R_SCEF;L_a24;R_47l;L_PHA2;R_OFC;L_AAIC;R_MI;L_s32;R_LIPd;R_IPS1;L_LO2;L_V1,L_p32pr;R_24dd;L_PFt;R_PI;L_V4;R_5m;L_PSL;R_7PL;L_PFop;R_7Pm;L_MIP;R_Ig;L_FOP4;R_5L;L_FEF;R_PoI1;R_PoI2;R_FFC;R_1,1.0099582841717019
335,episodic_first,39;221;178;337;61;251;84;210;92;245;184;90;156,73;294;3;261;79;300;80;331;55;195;2;323;54;357;166;226;317;241;275,L_24dd;R_7AL;L_a32pr;R_V3CD;L_d32;R_10d;L_a9-46v;R_POS1;L_OFC;R_47m;R_V3;L_11l;L_FST,L_44;R_FOP2;L_V2;R_IFSa;L_IFJp;R_ProS;L_IFSp;R_V6A;L_6v;R_V7;L_V6;R_IP2;L_6mp;R_PI;L_PoI1;R_7PC;R_PH;R_d32;R_6a,0.8850421538529974
336,semantic_first,28;296;158;255;168;271;61;254;20;301;274;81;5,38;281;177;250;48;339;146;195;145;269;97;225;14;285;54;226;208;287;260,L_7Pm;R_AIP;L_LO3;R_47l;L_FOP5;R_13l;L_d32;R_45;L_LO2;R_PeEc;R_LIPd;L_IFSa;L_V4,L_5L;R_OP2-3;L_PI;R_9p;L_VIP;R_VMV2;L_PFop;R_V7;L_IP0;R_10pp;L_s6-8;R_7PL;L_POS2;R_PoI2;L_6mp;R_7PC;R_7Pm;R_FOP4;R_IFSp,0.8929099494683779
337,episodic_first,83;205;35;258;84;251;178;210;154;302;317;75;74,108;215;112;218;27;357;79;198;139;208;179;185;166;252;73;217;225;255;227,L_46;R_SFL;L_5m;R_IFJa;L_a9-46v;R_10d;L_a32pr;R_POS1;L_PHA2;R_STGa;R_PH;L_47l;L_45,L_MI;R_5m;L_FOP1;R_5L;L_STV;R_PI;L_IFJp;R_V3B;L_TPOJ2;R_7Pm;L_p24;R_V4;L_PoI1;R_8C;L_44;R_23c;R_7PL;R_47l;R_LIPv,0.9258175694722034
338,semantic_first,105;252;158;359;82;349;96;227;159;306;278;92;98,136;336;114;295;38;250;108;309;70;259;94;208;147;257;30;275;207;287;235,L_PoI2;R_8C;L_LO3;R_p24;L_p9-46v;R_p10p;L_i6-8;R_LIPv;L_VMV2;R_PHA3;R_43;L_OFC;L_43,L_PHT;R_FST;L_FOP2;R_PFt;L_5L;R_9p;L_MI;R_STSvp;L_9p;R_IFJp;L_LIPd;R_7Pm;L_PF;R_6r;L_POS1;R_6a;R_STV;R_FOP4;R_6v,1.0000231023665358
339,episodic_first,86;263;10;339;19;264;96;254;35;344;251;118;114,28;284;113;185;115;198;94;295;79;317;108;196;41;328;95;232;321;202;189,L_9a;R_46;L_PEF;R_VMV2;L_LO1;R_a9-46v;L_i6-8;R_45;L_5m;R_s32;R_10d;L_PreS;L_FOP2,L_7Pm;R_PFcm;L_FOP3;R_V4;L_PFt;R_V3B;L_LIPd;R_PFt;L_IFJp;R_PH;L_MI;R_IPS1;L_7AL;R_PFm;L_6a;R_3a;R_DVT;R_MT;R_FEF,0.9400451984282132
340,semantic_first,70;257;35;220;91;199;69;229;19;269;204;61;104,83;293;96;207;38;326;94;295;108;221;109;319;5;235;30;217;188;349;263,L_9p;R_6r;L_5m;R_24dv;L_13l;R_LO1;L_8BL;R_MIP;L_LO1;R_10pp;R_PSL;L_d32;L_PFcm,L_46;R_FOP3;L_i6-8;R_STV;L_5L;R_PFop;L_LIPd;R_PFt;L_MI;R_7AL;L_Pir;R_TPOJ2;L_V4;R_6v;L_POS1;R_23c;R_3b;R_p10p;R_46,0.9854915487918177
341,episodic_first,59;266;10;200;61;273;11;237;118;333;250;92;104,27;181;116;218;113;215;179;332;167;225;2;357;156;235;50;308;205;219;228,L_p32pr;R_9a;L_PEF;R_LO2;L_d32;R_47s;L_55b;R_33pr;L_PreS;R_VMV3;R_9p;L_OFC;L_PFcm,L_STV;R_MST;L_AIP;R_5L;L_FOP3;R_5m;L_p24;R_VMV1;L_Ig;R_7PL;L_V6;R_PI;L_FST;R_6v;L_1;R_STSdp;R_SFL;R_24dd;R_VIP,0.9101976739035926
342,semantic_first,52;227;109;251;20;199;40;358;169;333;229;96;74,166;192;137;319;100;332;146;232;145;266;94;218;3;208;148;233;253;289;285,L_3a;R_LIPv;L_Pir;R_10d;L_LO2;R_LO1;L_24dv;R_a32pr;L_p10p;R_VMV3;R_MIP;L_i6-8;L_45,L_PoI1;R_V3A;L_PH;R_TPOJ2;L_OP1;R_VMV1;L_PFop;R_3a;L_IP0;R_9a;L_LIPd;R_5L;L_V2;R_7Pm;L_PFm;R_6d;R_44;R_Pir;R_PoI2,0.9382072353144756
343,episodic_first,49;250;125;200;93;339;57;255;159;245;274;168;156,36;336;96;195;2;325;175;300;157;326;12;196;74;226;107;194;225;292;217,L_MIP;R_9p;L_PHA1;R_LO2;L_47s;R_VMV2;L_33pr;R_47l;L_VMV2;R_47m;R_LIPd;L_FOP5;L_FST,L_5mv;R_FST;L_i6-8;R_V7;L_V6;R_IP0;L_STSva;R_ProS;L_V3CD;R_PFop;L_V3A;R_IPS1;L_45;R_7PC;L_FOP4;R_POS2;R_7PL;R_FOP1;R_23c,0.8447126268870768
344,semantic_first,70;288;151;350;93;359;42;196;20;269;347;153;0,9;331;78;309;80;185;38;302;12;319;144;300;166;205;129;308;317;239;296,L_9p;R_MI;L_V6A;R_p47r;L_47s;R_p24;L_SCEF;R_IPS1;L_LO2;R_10pp;R_Ig;L_VMV3;L_V1,L_FEF;R_V6A;L_IFJa;R_STSvp;L_IFSp;R_V4;L_5L;R_STGa;L_V3A;R_TPOJ2;L_IP1;R_ProS;L_PoI1;R_SFL;L_STSvp;R_STSdp;R_PH;R_p32pr;R_AIP,0.9600698554428143
345,episodic_first,129;291;22;320;154;350;57;227;92;332;196;78;115,49;337;76;326;114;306;157;185;105;323;151;355;30;230;66;319;288;348;285,L_STSvp;R_AAIC;L_MT;R_TPOJ3;L_PHA2;R_p47r;L_33pr;R_LIPv;L_OFC;R_VMV1;R_IPS1;L_IFJa;L_PFt,L_MIP;R_V3CD;L_a47r;R_PFop;L_FOP2;R_PHA3;L_V3CD;R_V4;L_PoI2;R_IP2;L_V6A;R_STSva;L_POS1;R_1;L_8Av;R_TPOJ2;R_MI;R_FOP5;R_PoI2,0.9344926330132681
346,semantic_first,5;256;164;359;118;268;70;223;35;273;227;168;24,2;279;76;266;128;339;169;208;158;357;146;323;14;296;46;295;234;202;253,L_V4;R_a47r;L_s32;R_p24;L_PreS;R_a10p;L_9p;R_6ma;L_5m;R_47s;R_LIPv;L_FOP5;L_PSL,L_V6;R_OP4;L_a47r;R_9a;L_STSdp;R_VMV2;L_p10p;R_7Pm;L_LO3;R_PI;L_PFop;R_IP2;L_POS2;R_AIP;L_7PC;R_PFt;R_6mp;R_MT;R_44,0.988290913815526
347,episodic_first,43;265;60;190;20;271;11;278;117;306;347;61;5,37;292;24;300;48;225;38;355;97;205;2;266;148;188;74;253;325;220;228,L_6ma;R_9-46d;L_a24;R_PEF;L_LO2;R_13l;L_55b;R_43;L_EC;R_PHA3;R_Ig;L_d32;L_V4,L_23c;R_FOP1;L_PSL;R_ProS;L_VIP;R_7PL;L_5L;R_STSva;L_s6-8;R_SFL;L_V6;R_9a;L_PFm;R_3b;L_45;R_44;R_IP0;R_24dv;R_VIP,0.9086023469571824
348,semantic_first,5;221;35;268;1;298;96;256;93;195;357;91;100,129;281;116;259;169;238;18;344;27;300;151;320;14;229;43;323;218;336;205,L_V4;R_7AL;L_5m;R_a10p;L_MST;R_PreS;L_i6-8;R_a47r;L_47s;R_V7;R_PI;L_13l;L_OP1,L_STSvp;R_OP2-3;L_AIP;R_IFJp;L_p10p;R_a24pr;L_V3B;R_s32;L_STV;R_ProS;L_V6A;R_TPOJ3;L_POS2;R_MIP;L_6ma;R_IP2;R_5L;R_FST;R_SFL,0.9787821551213667
349,episodic_first,73;235;79;349;76;271;69;253;22;334;358;91;115,128;202;24;251;143;326;175;302;158;208;2;185;47;232;50;205;252;264;221,L_44;R_6v;L_IFJp;R_p10p;L_a47r;R_13l;L_8BL;R_44;L_MT;R_PHA2;R_a32pr;L_13l;L_PFt,L_STSdp;R_MT;L_PSL;R_10d;L_IP2;R_PFop;L_STSva;R_STGa;L_LO3;R_7Pm;L_V6;R_V4;L_LIPv;R_3a;L_1;R_SFL;R_8C;R_a9-46v;R_7AL,0.9469630676586636
350,semantic_first,141;263;151;190;159;251;57;293;117;245;218;84;101,27;280;113;269;146;207;94;195;108;260;97;325;107;252;148;226;253;348;256,L_DVT;R_46;L_V6A;R_PEF;L_VMV2;R_10d;L_33pr;R_FOP3;L_EC;R_47m;R_5L;L_a9-46v;L_OP2-3,L_STV;R_OP1;L_FOP3;R_10pp;L_PFop;R_STV;L_LIPd;R_V7;L_MI;R_IFSp;L_s6-8;R_IP0;L_FOP4;R_8C;L_PFm;R_7PC;R_44;R_FOP5;R_a47r,0.9988882807522803
351,episodic_first,136;227;22;200;121;338;67;266;61;339;331;96;116,36;180;16;326;38;349;27;274;28;221;83;358;30;296;128;224;252;202;234,L_PHT;R_LIPv;L_MT;R_LO2;L_PeEc;R_LO3;L_8Ad;R_9a;L_d32;R_VMV2;R_V6A;L_i6-8;L_AIP,L_5mv;R_V1;L_IPS1;R_PFop;L_5L;R_p10p;L_STV;R_LIPd;L_7Pm;R_7AL;L_46;R_a32pr;L_POS1;R_AIP;L_STSdp;R_7Am;R_8C;R_MT;R_6mp,0.9775047602821705
352,semantic_first,83;205;158;271;81;201;67;237;20;238;185;69;98,146;336;53;326;48;215;79;319;80;295;157;349;38;285;50;253;217;219;260,L_46;R_SFL;L_LO3;R_13l;L_IFSa;R_PIT;L_8Ad;R_33pr;L_LO2;R_a24pr;R_V4;L_8BL;L_43,L_PFop;R_FST;L_6d;R_PFop;L_VIP;R_5m;L_IFJp;R_TPOJ2;L_IFSp;R_PFt;L_V3CD;R_p10p;L_5L;R_PoI2;L_1;R_44;R_23c;R_24dd;R_IFSp,0.877623339182563
353,episodic_first,40;295;159;197;92;301;81;184;165;243;320;71;115,80;192;5;266;175;238;27;228;109;251;145;347;37;217;48;357;221;220;237,L_24dv;R_PFt;L_VMV2;R_FFC;L_OFC;R_PeEc;L_IFSa;R_V3;L_pOFC;R_p32;R_TPOJ3;L_10d;L_PFt,L_IFSp;R_V3A;L_V4;R_9a;L_STSva;R_a24pr;L_STV;R_VIP;L_Pir;R_10d;L_IP0;R_Ig;L_23c;R_23c;L_VIP;R_PI;R_7AL;R_24dv;R_33pr,0.995190940906858
354,semantic_first,141;263;155;190;61;298;88;293;84;245;347;71;99,48;182;5;357;175;355;55;269;108;300;15;225;53;188;8;233;323;241;346,L_DVT;R_46;L_V4t;R_PEF;L_d32;R_PreS;L_a10p;R_FOP3;L_a9-46v;R_47m;R_Ig;L_10d;L_OP4,L_VIP;R_V6;L_V4;R_PI;L_STSva;R_STSva;L_6v;R_10pp;L_MI;R_ProS;L_V7;R_7PL;L_6d;R_3b;L_3b;R_6d;R_IP2;R_d32;R_PoI1,0.9344233611576849
355,episodic_first,166;185;178;202;91;339;170;321;89;345;331;93;24,45;183;116;228;128;286;146;221;27;295;2;273;5;252;144;217;319;239;296,L_PoI1;R_V4;L_a32pr;R_MT;L_13l;R_VMV2;L_p47r;R_DVT;L_10pp;R_pOFC;R_V6A;L_47s;L_PSL,L_7PL;R_V2;L_AIP;R_VIP;L_STSdp;R_TA2;L_PFop;R_7AL;L_STV;R_PFt;L_V6;R_47s;L_V4;R_8C;L_IP1;R_23c;R_TPOJ2;R_p32pr;R_AIP,0.9748218675297651
356,semantic_first,143;266;79;264;22;201;61;349;84;299;357;6;156,46;268;137;295;38;215;108;226;145;291;109;196;148;221;144;328;207;241;257,L_IP2;R_9a;L_IFJp;R_a9-46v;L_MT;R_PIT;L_d32;R_p10p;L_a9-46v;R_H;R_PI;L_V8;L_FST,L_7PC;R_a10p;L_PH;R_PFt;L_5L;R_5m;L_MI;R_7PC;L_IP0;R_AAIC;L_Pir;R_IPS1;L_PFm;R_7AL;L_IP1;R_PFm;R_STV;R_d32;R_6r,0.9420715439982098
